"word" "n" "prob"
"740" "lady" 228 0.000151019480850664
"741" "interested" 227 0.000150357114706582
"742" "street" 227 0.000150357114706582
"743" "everybody" 226 0.0001496947485625
"744" "hopefully" 226 0.0001496947485625
"745" "catch" 225 0.000149032382418418
"746" "vote" 225 0.000149032382418418
"747" "y'all" 225 0.000149032382418418
"748" "books" 224 0.000148370016274336
"749" "gave" 224 0.000148370016274336
"750" "tour" 224 0.000148370016274336
"751" "link" 223 0.000147707650130254
"752" "wouldn't" 223 0.000147707650130254
"753" "ice" 221 0.000146382917842091
"754" "ride" 221 0.000146382917842091
"755" "football" 220 0.000145720551698009
"756" "important" 220 0.000145720551698009
"757" "save" 220 0.000145720551698009
"758" "shoot" 220 0.000145720551698009
"759" "knows" 219 0.000145058185553927
"760" "light" 219 0.000145058185553927
"761" "message" 219 0.000145058185553927
"762" "shirt" 219 0.000145058185553927
"763" "air" 218 0.000144395819409845
"764" "kinda" 218 0.000144395819409845
"765" "library" 218 0.000144395819409845
"766" "loving" 218 0.000144395819409845
"767" "smh" 218 0.000144395819409845
"768" "finished" 217 0.000143733453265763
"769" "pm" 217 0.000143733453265763
"770" "area" 216 0.000143071087121681
"771" "cannot" 216 0.000143071087121681
"772" "community" 215 0.000142408720977599
"773" "learning" 215 0.000142408720977599
"774" "local" 215 0.000142408720977599
"775" "ones" 215 0.000142408720977599
"776" "sent" 215 0.000142408720977599
"777" "company" 214 0.000141746354833518
"778" "fb" 214 0.000141746354833518
"779" "public" 214 0.000141746354833518
"780" "blue" 213 0.000141083988689436
"781" "feels" 213 0.000141083988689436
"782" "moving" 213 0.000141083988689436
"783" "tried" 213 0.000141083988689436
"784" "wine" 213 0.000141083988689436
"785" "beach" 212 0.000140421622545354
"786" "breakfast" 212 0.000140421622545354
"787" "aren't" 211 0.000139759256401272
"788" "country" 211 0.000139759256401272
"789" "center" 210 0.00013909689025719
"790" "exactly" 210 0.00013909689025719
"791" "national" 210 0.00013909689025719
"792" "stand" 210 0.00013909689025719
"793" "wear" 210 0.00013909689025719
"794" "forgot" 209 0.000138434524113108
"795" "hold" 209 0.000138434524113108
"796" "iphone" 209 0.000138434524113108
"797" "answer" 208 0.000137772157969026
"798" "dead" 208 0.000137772157969026
"799" "contact" 207 0.000137109791824945
"800" "order" 207 0.000137109791824945
"801" "played" 207 0.000137109791824945
"802" "sitting" 207 0.000137109791824945
"803" "takes" 207 0.000137109791824945
"804" "pic" 206 0.000136447425680863
"805" "questions" 206 0.000136447425680863
"806" "fact" 205 0.000135785059536781
"807" "lucky" 205 0.000135785059536781
"808" "justin" 204 0.000135122693392699
"809" "missing" 204 0.000135122693392699
"810" "especially" 202 0.000133797961104535
"811" "rather" 202 0.000133797961104535
"812" "worst" 202 0.000133797961104535
"813" "strong" 201 0.000133135594960453
"814" "alone" 200 0.000132473228816372
"815" "exciting" 199 0.00013181086267229
"816" "heat" 199 0.00013181086267229
"817" "record" 199 0.00013181086267229
"818" "thoughts" 199 0.00013181086267229
"819" "concert" 198 0.000131148496528208
"820" "spend" 198 0.000131148496528208
"821" "april" 197 0.000130486130384126
"822" "eyes" 197 0.000130486130384126
"823" "front" 197 0.000130486130384126
"824" "nigga" 197 0.000130486130384126
"825" "opening" 197 0.000130486130384126
"826" "along" 196 0.000129823764240044
"827" "available" 196 0.000129823764240044
"828" "brother" 196 0.000129823764240044
"829" "conference" 196 0.000129823764240044
"830" "sports" 196 0.000129823764240044
"831" "design" 195 0.000129161398095962
"832" "fantastic" 195 0.000129161398095962
"833" "songs" 195 0.000129161398095962
"834" "act" 194 0.00012849903195188
"835" "case" 194 0.00012849903195188
"836" "dreams" 194 0.00012849903195188
"837" "market" 194 0.00012849903195188
"838" "afternoon" 193 0.000127836665807799
"839" "kill" 193 0.000127836665807799
"840" "mothers" 193 0.000127836665807799
"841" "program" 193 0.000127836665807799
"842" "training" 193 0.000127836665807799
"843" "wake" 193 0.000127836665807799
"844" "obama" 192 0.000127174299663717
"845" "parents" 192 0.000127174299663717
"846" "pizza" 192 0.000127174299663717
"847" "wtf" 192 0.000127174299663717
"848" "bought" 191 0.000126511933519635
"849" "folks" 191 0.000126511933519635
"850" "session" 191 0.000126511933519635
"851" "son" 190 0.000125849567375553
"852" "we've" 190 0.000125849567375553
"853" "loves" 189 0.000125187201231471
"854" "miami" 189 0.000125187201231471
"855" "congratulations" 188 0.000124524835087389
"856" "cover" 188 0.000124524835087389
"857" "hoping" 188 0.000124524835087389
"858" "interview" 187 0.000123862468943307
"859" "lil" 187 0.000123862468943307
"860" "snow" 187 0.000123862468943307
"861" "ball" 186 0.000123200102799226
"862" "marketing" 186 0.000123200102799226
"863" "wearing" 186 0.000123200102799226
"864" "quite" 185 0.000122537736655144
"865" "retweet" 185 0.000122537736655144
"866" "sexy" 185 0.000122537736655144
"867" "web" 185 0.000122537736655144
"868" "health" 184 0.000121875370511062
"869" "celebrate" 183 0.00012121300436698
"870" "met" 183 0.00012121300436698
"871" "movies" 183 0.00012121300436698
"872" "near" 183 0.00012121300436698
"873" "needed" 183 0.00012121300436698
"874" "trust" 183 0.00012121300436698
"875" "march" 182 0.000120550638222898
"876" "peace" 182 0.000120550638222898
"877" "shopping" 182 0.000120550638222898
"878" "door" 181 0.000119888272078816
"879" "gift" 181 0.000119888272078816
"880" "goal" 181 0.000119888272078816
"881" "happens" 181 0.000119888272078816
"882" "million" 181 0.000119888272078816
"883" "sex" 181 0.000119888272078816
"884" "40" 180 0.000119225905934734
"885" "bus" 180 0.000119225905934734
"886" "data" 180 0.000119225905934734
"887" "ideas" 180 0.000119225905934734
"888" "mr" 180 0.000119225905934734
"889" "often" 180 0.000119225905934734
"890" "realize" 180 0.000119225905934734
"891" "sister" 180 0.000119225905934734
"892" "today's" 180 0.000119225905934734
"893" "cheese" 179 0.000118563539790653
"894" "smart" 179 0.000118563539790653
"895" "speak" 179 0.000118563539790653
"896" "west" 179 0.000118563539790653
"897" "k" 178 0.000117901173646571
"898" "laugh" 178 0.000117901173646571
"899" "truth" 178 0.000117901173646571
"900" "0" 177 0.000117238807502489
"901" "sat" 177 0.000117238807502489
"902" "star" 177 0.000117238807502489
"903" "tip" 177 0.000117238807502489
"904" "action" 176 0.000116576441358407
"905" "basketball" 176 0.000116576441358407
"906" "june" 176 0.000116576441358407
"907" "seem" 176 0.000116576441358407
"908" "straight" 176 0.000116576441358407
"909" "bored" 175 0.000115914075214325
"910" "boyfriend" 175 0.000115914075214325
"911" "driving" 175 0.000115914075214325
"912" "evening" 175 0.000115914075214325
"913" "gay" 175 0.000115914075214325
"914" "watched" 175 0.000115914075214325
"915" "wife" 175 0.000115914075214325
"916" "enjoying" 174 0.000115251709070243
"917" "hands" 174 0.000115251709070243
"918" "lead" 174 0.000115251709070243
"919" "building" 173 0.000114589342926161
"920" "test" 173 0.000114589342926161
"921" "tuesday" 173 0.000114589342926161
"922" "alright" 172 0.00011392697678208
"923" "hang" 172 0.00011392697678208
"924" "mother" 172 0.00011392697678208
"925" "plans" 172 0.00011392697678208
"926" "sense" 172 0.00011392697678208
"927" "2nd" 171 0.000113264610637998
"928" "chocolate" 171 0.000113264610637998
"929" "longer" 171 0.000113264610637998
"930" "pass" 171 0.000113264610637998
"931" "player" 171 0.000113264610637998
"932" "plus" 171 0.000113264610637998
"933" "step" 171 0.000113264610637998
"934" "track" 171 0.000113264610637998
"935" "vegas" 171 0.000113264610637998
"936" "yep" 171 0.000113264610637998
"937" "awkward" 170 0.000112602244493916
"938" "cake" 170 0.000112602244493916
"939" "details" 170 0.000112602244493916
"940" "inside" 170 0.000112602244493916
"941" "mark" 170 0.000112602244493916
"942" "quick" 170 0.000112602244493916
"943" "singing" 170 0.000112602244493916
"944" "somebody" 170 0.000112602244493916
"945" "asked" 169 0.000111939878349834
"946" "cat" 169 0.000111939878349834
"947" "cry" 169 0.000111939878349834
"948" "pictures" 169 0.000111939878349834
"949" "serious" 169 0.000111939878349834
"950" "wednesday" 169 0.000111939878349834
"951" "whats" 169 0.000111939878349834
"952" "bill" 168 0.000111277512205752
"953" "energy" 168 0.000111277512205752
"954" "enjoyed" 168 0.000111277512205752
"955" "finish" 168 0.000111277512205752
"956" "grow" 168 0.000111277512205752
"957" "headed" 168 0.000111277512205752
"958" "holiday" 168 0.000111277512205752
"959" "minute" 168 0.000111277512205752
"960" "baseball" 167 0.00011061514606167
"961" "calling" 167 0.00011061514606167
"962" "cream" 167 0.00011061514606167
"963" "kick" 167 0.00011061514606167
"964" "possible" 167 0.00011061514606167
"965" "sharing" 167 0.00011061514606167
"966" "space" 167 0.00011061514606167
"967" "absolutely" 166 0.000109952779917588
"968" "fat" 166 0.000109952779917588
"969" "jesus" 166 0.000109952779917588
"970" "ladies" 166 0.000109952779917588
"971" "shut" 166 0.000109952779917588
"972" "ny" 165 0.000109290413773507
"973" "paper" 165 0.000109290413773507
"974" "whatever" 165 0.000109290413773507
"975" "yours" 165 0.000109290413773507
"976" "chicken" 164 0.000108628047629425
"977" "death" 164 0.000108628047629425
"978" "walking" 164 0.000108628047629425
"979" "article" 163 0.000107965681485343
"980" "aw" 163 0.000107965681485343
"981" "photo" 163 0.000107965681485343
"982" "practice" 163 0.000107965681485343
"983" "til" 163 0.000107965681485343
"984" "2011" 162 0.000107303315341261
"985" "america" 162 0.000107303315341261
"986" "clean" 162 0.000107303315341261
"987" "j" 162 0.000107303315341261
"988" "mother's" 162 0.000107303315341261
"989" "pics" 162 0.000107303315341261
"990" "studio" 162 0.000107303315341261
"991" "low" 161 0.000106640949197179
"992" "round" 161 0.000106640949197179
"993" "shop" 161 0.000106640949197179
"994" "worse" 161 0.000106640949197179
"995" "y" 161 0.000106640949197179
"996" "16" 160 0.000105978583053097
"997" "annoying" 160 0.000105978583053097
"998" "child" 160 0.000105978583053097
"999" "chris" 160 0.000105978583053097
"1000" "due" 160 0.000105978583053097
"1001" "rip" 160 0.000105978583053097
"1002" "tea" 160 0.000105978583053097
"1003" "episode" 159 0.000105316216909015
"1004" "everyday" 159 0.000105316216909015
"1005" "four" 159 0.000105316216909015
"1006" "gym" 159 0.000105316216909015
"1007" "lord" 159 0.000105316216909015
"1008" "cc" 158 0.000104653850764934
"1009" "children" 158 0.000104653850764934
"1010" "hungry" 158 0.000104653850764934
"1011" "problems" 158 0.000104653850764934
"1012" "seattle" 158 0.000104653850764934
"1013" "13" 157 0.000103991484620852
"1014" "easter" 157 0.000103991484620852
"1015" "internet" 157 0.000103991484620852
"1016" "nobody" 157 0.000103991484620852
"1017" "artist" 156 0.00010332911847677
"1018" "boston" 156 0.00010332911847677
"1019" "co" 156 0.00010332911847677
"1020" "fair" 156 0.00010332911847677
"1021" "mt" 156 0.00010332911847677
"1022" "pain" 156 0.00010332911847677
"1023" "sir" 156 0.00010332911847677
"1024" "south" 156 0.00010332911847677
"1025" "touch" 156 0.00010332911847677
"1026" "xd" 156 0.00010332911847677
"1027" "drinks" 155 0.000102666752332688
"1028" "idk" 155 0.000102666752332688
"1029" "suck" 155 0.000102666752332688
"1030" "truly" 155 0.000102666752332688
"1031" "warm" 155 0.000102666752332688
"1032" "wondering" 155 0.000102666752332688
"1033" "calls" 154 0.000102004386188606
"1034" "de" 154 0.000102004386188606
"1035" "extra" 154 0.000102004386188606
"1036" "middle" 154 0.000102004386188606
"1037" "nfl" 154 0.000102004386188606
"1038" "piece" 154 0.000102004386188606
"1039" "study" 154 0.000102004386188606
"1040" "choice" 153 0.000101342020044524
"1041" "f" 153 0.000101342020044524
"1042" "leaving" 153 0.000101342020044524
"1043" "lovely" 153 0.000101342020044524
"1044" "box" 152 0.000100679653900442
"1045" "type" 152 0.000100679653900442
"1046" "25" 151 0.000100017287756361
"1047" "jealous" 151 0.000100017287756361
"1048" "holy" 150 9.93549216122787e-05
"1049" "jobs" 150 9.93549216122787e-05
"1050" "spent" 150 9.93549216122787e-05
"1051" "tech" 150 9.93549216122787e-05
"1052" "train" 150 9.93549216122787e-05
"1053" "create" 149 9.86925554681968e-05
"1054" "downtown" 149 9.86925554681968e-05
"1055" "field" 149 9.86925554681968e-05
"1056" "lives" 149 9.86925554681968e-05
"1057" "non" 149 9.86925554681968e-05
"1058" "quote" 149 9.86925554681968e-05
"1059" "sit" 149 9.86925554681968e-05
"1060" "texas" 149 9.86925554681968e-05
"1061" "throw" 149 9.86925554681968e-05
"1062" "videos" 149 9.86925554681968e-05
"1063" "double" 148 9.8030189324115e-05
"1064" "drop" 148 9.8030189324115e-05
"1065" "earth" 148 9.8030189324115e-05
"1066" "looked" 148 9.8030189324115e-05
"1067" "president" 148 9.8030189324115e-05
"1068" "4th" 147 9.73678231800331e-05
"1069" "based" 147 9.73678231800331e-05
"1070" "complete" 147 9.73678231800331e-05
"1071" "computer" 147 9.73678231800331e-05
"1072" "planning" 147 9.73678231800331e-05
"1073" "posted" 147 9.73678231800331e-05
"1074" "respect" 147 9.73678231800331e-05
"1075" "teacher" 147 9.73678231800331e-05
"1076" "york" 147 9.73678231800331e-05
"1077" "asking" 146 9.67054570359512e-05
"1078" "control" 146 9.67054570359512e-05
"1079" "drinking" 146 9.67054570359512e-05
"1080" "hm" 146 9.67054570359512e-05
"1081" "james" 146 9.67054570359512e-05
"1082" "july" 146 9.67054570359512e-05
"1083" "lakers" 146 9.67054570359512e-05
"1084" "mike" 146 9.67054570359512e-05
"1085" "pants" 146 9.67054570359512e-05
"1086" "unless" 146 9.67054570359512e-05
"1087" "official" 145 9.60430908918694e-05
"1088" "personal" 145 9.60430908918694e-05
"1089" "putting" 145 9.60430908918694e-05
"1090" "research" 145 9.60430908918694e-05
"1091" "spot" 145 9.60430908918694e-05
"1092" "teams" 145 9.60430908918694e-05
"1093" "wedding" 145 9.60430908918694e-05
"1094" "3rd" 144 9.53807247477875e-05
"1095" "across" 144 9.53807247477875e-05
"1096" "ahead" 144 9.53807247477875e-05
"1097" "church" 144 9.53807247477875e-05
"1098" "goodnight" 144 9.53807247477875e-05
"1099" "issue" 144 9.53807247477875e-05
"1100" "winning" 144 9.53807247477875e-05
"1101" "education" 143 9.47183586037057e-05
"1102" "figure" 143 9.47183586037057e-05
"1103" "sale" 143 9.47183586037057e-05
"1104" "stage" 143 9.47183586037057e-05
"1105" "student" 143 9.47183586037057e-05
"1106" "agreed" 142 9.40559924596238e-05
"1107" "board" 142 9.40559924596238e-05
"1108" "btw" 142 9.40559924596238e-05
"1109" "commercial" 142 9.40559924596238e-05
"1110" "david" 142 9.40559924596238e-05
"1111" "delicious" 142 9.40559924596238e-05
"1112" "etc" 142 9.40559924596238e-05
"1113" "youtube" 142 9.40559924596238e-05
"1114" "24" 141 9.3393626315542e-05
"1115" "dr" 141 9.3393626315542e-05
"1116" "expect" 141 9.3393626315542e-05
"1117" "fresh" 141 9.3393626315542e-05
"1118" "law" 141 9.3393626315542e-05
"1119" "liked" 141 9.3393626315542e-05
"1120" "random" 141 9.3393626315542e-05
"1121" "taken" 141 9.3393626315542e-05
"1122" "update" 140 9.27312601714601e-05
"1123" "excellent" 139 9.20688940273782e-05
"1124" "lie" 139 9.20688940273782e-05
"1125" "likes" 139 9.20688940273782e-05
"1126" "players" 139 9.20688940273782e-05
"1127" "release" 139 9.20688940273782e-05
"1128" "ticket" 139 9.20688940273782e-05
"1129" "age" 138 9.14065278832964e-05
"1130" "dress" 138 9.14065278832964e-05
"1131" "houston" 138 9.14065278832964e-05
"1132" "major" 138 9.14065278832964e-05
"1133" "north" 138 9.14065278832964e-05
"1134" "swear" 138 9.14065278832964e-05
"1135" "telling" 138 9.14065278832964e-05
"1136" "boring" 137 9.07441617392145e-05
"1137" "classes" 137 9.07441617392145e-05
"1138" "dj" 137 9.07441617392145e-05
"1139" "eye" 137 9.07441617392145e-05
"1140" "happening" 137 9.07441617392145e-05
"1141" "information" 137 9.07441617392145e-05
"1142" "shoes" 137 9.07441617392145e-05
"1143" "style" 137 9.07441617392145e-05
"1144" "tuned" 137 9.07441617392145e-05
"1145" "hearing" 136 9.00817955951327e-05
"1146" "level" 136 9.00817955951327e-05
"1147" "search" 136 9.00817955951327e-05
"1148" "brown" 135 8.94194294510508e-05
"1149" "code" 135 8.94194294510508e-05
"1150" "dark" 135 8.94194294510508e-05
"1151" "drunk" 135 8.94194294510508e-05
"1152" "learned" 135 8.94194294510508e-05
"1153" "officially" 135 8.94194294510508e-05
"1154" "paul" 135 8.94194294510508e-05
"1155" "reach" 135 8.94194294510508e-05
"1156" "roll" 135 8.94194294510508e-05
"1157" "apparently" 134 8.8757063306969e-05
"1158" "coach" 134 8.8757063306969e-05
